13号线淮海中路,31.22134,121.463499
13号线新天地,31.216465,121.475295
13号线马当路,31.20952,121.477256
13号线世博会博物馆,31.193673,121.481151
13号线世博大道,31.183411,121.483799
16号线龙阳路,31.202491,121.557725
16号线华夏中路,31.175844,121.5831
16号线罗山路,31.152802,121.593348
16号线周浦东,31.109955,121.606906
16号线鹤沙航城,31.07763,121.611235
16号线航头东,31.054906,121.617434
16号线新场,31.045474,121.648982
16号线野生动物园,31.050282,121.699791
16号线惠南,31.053784,121.761686
16号线惠南东,31.026556,121.793799
16号线书院,30.95929,121.850535
16号线临港大道,30.924198,121.910073
16号线滴水湖,30.907268,121.929559
